	Cluster	Sex	Side	Cell_Type	Cell_Type_Max	Cell_Type_Max_COUNTS	Marker
Male_R1-22711	1	Male	Right	Astrocyte	1.590482988	13	Aqp4
Male_R1-22724	0	Male	Right	Oligodendrocyte	1.244577934	12	Mbp
Male_R1-22726	0	Male	Right	Microglia	2.549572486	23	Cd68
Male_R1-22733	1	Male	Right	Oligodendrocyte	0.797322098	7	Mbp
Male_R1-22734	0	Male	Right	Microglia	1.978301761	23	Cd68
Male_R1-22742	1	Male	Right	Microglia	2.235608169	16	Cd40
Male_R1-22743	0	Male	Right	Microglia	2.08890112	16	Cd68
Male_R1-22744	7	Male	Right	Neuroepithelial	5.267051992	65	Sox2
Male_R1-22750	2	Male	Right	Microglia	1.378020162	22	Tmem119
Male_R1-22755	3	Male	Right	Neuroepithelial	4.70482592	3	Hes1
Male_R1-22760	1	Male	Right	Microglia	2.223194566	24	Cd68
Male_R1-22764	9	Male	Right	Stem cell	10	9	Pdgfra
Male_R1-22776	1	Male	Right	Astrocyte	1.583425709	17	Slc1a3
Male_R1-22778	1	Male	Right	Astrocyte	2.384681344	18	Gjb6
Male_R1-22806	0	Male	Right	Microglia	1.647306742	26	Cd40
Male_R1-22808	0	Male	Right	Astrocyte	2.336926521	22	Gjb6
Male_R1-22809	9	Male	Right	Astrocyte	4.26260676	51	Gfap
Male_R1-22815	0	Male	Right	Oligodendrocyte	1.839454451	28	Mbp
Male_R1-22817	1	Male	Right	Microglia	1.862503545	20	Cd40
Male_R1-22824	0	Male	Right	Neuron	4.486947147	14	Gap43
Male_R1-22830	1	Male	Right	Neuron	5.266771416	15	Nefl
Male_R1-22831	2	Male	Right	Microglia	2.473811387	26	Cd40
Male_R1-22837	0	Male	Right	Microglia	1.954992554	37	Cd40
Male_R1-22840	1	Male	Right	Oligodendrocyte	1.74740801	24	Mbp
Male_R1-22842	2	Male	Right	Neuron	5.165203384	14	Gap43
Male_R1-22844	1	Male	Right	Reticulocyte	3.41381411	25	Ruvbl1
Male_R1-22845	0	Male	Right	Reticulocyte	2.152553718	16	Ruvbl1
Male_R1-22847	1	Male	Right	Neuron	3.75695168	13	Mapt
Male_R1-22858	2	Male	Right	Astrocyte	0.981191294	15	Aqp4
Male_R1-22860	13	Male	Right	Astrocyte	1.351660008	1	Aqp4
Male_R1-22866	3	Male	Right	Endothelial	2.831196556	8	Emcn
Male_R1-22874	11	Male	Right	Ependymal	5.646920506	20	Zmynd10
Male_R1-22875	0	Male	Right	Reticulocyte	1.869788219	26	Ruvbl1
Male_R1-22880	0	Male	Right	Microglia	1.740821739	29	Cd68
Male_R1-22891	2	Male	Right	Reticulocyte	4.214448775	12	Ruvbl1
Male_R1-22892	0	Male	Right	Astrocyte	6.343730802	17	Fgfr3
Male_R1-22898	2	Male	Right	Microglia	2.06342829	30	Tmem119
Male_R1-22900	7	Male	Right	Astrocyte	7.630352181	16	Aldh1l1
Male_R1-22908	2	Male	Right	Microglia	1.15348684	12	Tmem119
Male_R1-22910	9	Male	Right	Neuroepithelial	10	17	Sox10
Male_R1-22919	0	Male	Right	Oligodendrocyte	0.498586884	17	Mbp
Male_R1-22928	2	Male	Right	Oligodendrocyte	10	13	Mog
Male_R1-22930	3	Male	Right	Endothelial	3.139910881	6	Emcn
Male_R1-22932	1	Male	Right	Oligodendrocyte	1.389369091	26	Mbp
Male_R1-22933	1	Male	Right	Microglia	1.806991739	23	Tmem119
Male_R1-22939	1	Male	Right	Neuron	2.807367031	21	Nefl
Male_R1-22941	11	Male	Right	Astrocyte	1.318504665	19	Gfap
Male_R1-22945	3	Male	Right	Endothelial	3.528741395	18	Emcn
Male_R1-22947	0	Male	Right	Neuron	1.764426989	11	Map2
Male_R1-22948	2	Male	Right	Neuroepithelial	4.221617564	11	Hes1
Male_R1-22950	2	Male	Right	Microglia	4.394961154	7	Cd68
Male_R1-22953	7	Male	Right	Neuron	4.386362437	82	Mapt
Male_R1-22954	8	Male	Right	Neuroepithelial	6.093429385	3	Hes1
Male_R1-22955	2	Male	Right	Neuron	-0.046028861	2	Gabra1
Male_R1-22964	0	Male	Right	Microglia	2.015222421	11	Cd40
Male_R1-22975	1	Male	Right	Neuroepithelial	2.722387249	25	Hes1
Male_R1-22980	0	Male	Right	Neuron	4.356852916	14	Nefl
Male_R1-22991	3	Male	Right	Neuroepithelial	2.624988095	4	Notch1
Male_R1-22999	2	Male	Right	Microglia	1.579719684	10	Tmem119
Male_R1-23001	6	Male	Right	Neuron	10	2	Gap43
Male_R1-23004	1	Male	Right	Neuron	1.948406421	14	Map2
Male_R1-23006	8	Male	Right	Astrocyte	0.460797367	1	Slc1a3
Male_R1-23007	1	Male	Right	Microglia	3.466554246	10	Cd68
Male_R1-23008	0	Male	Right	Astrocyte	3.690292618	25	Gfap
Male_R1-23015	0	Male	Right	Astrocyte	1.240869348	16	Aqp4
Male_R1-23016	9	Male	Right	Astrocyte	3.407367084	92	S100b
Male_R1-23023	0	Male	Right	Neuron	6.556755479	21	Slc12a5
Male_R1-23026	0	Male	Right	Astrocyte	1.356570705	11	Slc1a3
Male_R1-23028	1	Male	Right	Neuroepithelial	1.575981461	7	Notch1
Male_R1-23033	3	Male	Right	Endothelial	4.703897115	14	Emcn
Male_R1-23036	0	Male	Right	Microglia	3.109516255	42	Cd40
Male_R1-23038	4	Male	Right	Immune	1.121524094	17	Tyrobp
Male_R1-23040	1	Male	Right	Neuroepithelial	0.766035512	20	Notch1
Male_R1-23042	1	Male	Right	Microglia	1.224410056	27	Tmem119
Male_R1-23047	6	Male	Right	Endothelial	3.195688571	2	Emcn
Male_R1-23055	3	Male	Right	Endothelial	3.964970725	8	Emcn
Male_R1-23060	3	Male	Right	Neuroepithelial	3.719696367	9	Hes1
Male_R1-23062	2	Male	Right	Erythroblast	10	14	Lmnb1
Male_R1-23076	0	Male	Right	Microglia	2.386988998	11	Cd40
Male_R1-23081	4	Male	Right	Astrocyte	1.652909488	2	S100b
Male_R1-23082	1	Male	Right	Astrocyte	2.815277786	15	Gjb6
Male_R1-23086	1	Male	Right	Oligodendrocyte	0.773827271	11	Mbp
Male_R1-23096	0	Male	Right	Neuron	5.738914848	27	Rbfox3
Male_R1-23099	0	Male	Right	Neuron	2.010255382	23	Mapt
Male_R1-23108	1	Male	Right	Neuron	3.121103502	19	Nefl
Male_R1-23109	1	Male	Right	Reticulocyte	2.091160739	15	Ruvbl1
Male_R1-23123	0	Male	Right	Erythroblast	6.948292818	13	Lmnb1
Male_R1-23124	2	Male	Right	Ependymal	4.82301986	23	Zmynd10
Male_R1-23127	10	Male	Right	Oligodendrocyte	2.073952092	3	Mbp
Male_R1-23128	6	Male	Right	Endothelial	2.756309565	9	Nostrin
Male_R1-23132	4	Male	Right	Astrocyte	1.868515037	9	Aqp4
Male_R1-23147	2	Male	Right	Astrocyte	2.894414413	12	Gfap
Male_R1-23150	8	Male	Right	Astrocyte	3.197408125	2	Gfap
Male_R1-23152	2	Male	Right	Microglia	2.375966829	21	Cd68
Male_R1-23153	1	Male	Right	Neuron	3.600273736	13	Nefl
Male_R1-23155	1	Male	Right	Astrocyte	3.507530418	19	Gjb6
Male_R1-23166	2	Male	Right	Microglia	1.778937879	21	Tmem119
Male_R1-23173	7	Male	Right	Neuron	5.467990609	19	Mapt
Male_R1-23175	9	Male	Right	Neuroepithelial	2.775202992	3	Notch1
Male_R1-23179	1	Male	Right	Neuron	8.779270132	11	Slc12a5
Male_R1-23184	10	Male	Right	Microglia	2.976660559	20	Cd40
Male_R1-23186	3	Male	Right	Endothelial	2.429191595	3	Nostrin
Male_R1-23187	4	Male	Right	Microglia	5.464979555	6	Cd68
Male_R1-23192	0	Male	Right	Reticulocyte	1.943305905	17	Ruvbl1
Male_R1-23195	7	Male	Right	Astrocyte	7.062967892	15	Aldh1l1
Male_R1-23202	10	Male	Right	Astrocyte	2.077401182	2	Gfap
Male_R1-23203	3	Male	Right	Endothelial	3.103568098	12	Nostrin
Male_R1-23208	1	Male	Right	Neuron	3.851723296	19	Gap43
Male_R1-23212	0	Male	Right	Astrocyte	1.300303316	29	Slc1a3
Male_R1-23214	0	Male	Right	Microglia	3.315037216	32	Cd40
Male_R1-23216	0	Male	Right	Reticulocyte	2.344114534	29	Ruvbl1
Male_R1-23224	3	Male	Right	Endothelial	3.999737212	12	Emcn
Male_R1-23227	0	Male	Right	Neuron	3.038103469	26	Nefl
Male_R1-23231	3	Male	Right	Neuron	3.62404153	5	Mapt
Male_R1-23235	0	Male	Right	Microglia	2.532339783	14	Cd40
Male_R1-23244	2	Male	Right	Microglia	2.416047582	14	Cd68
Male_R1-23247	1	Male	Right	Oligodendrocyte	0.744537254	15	Mbp
Male_R1-23250	4	Male	Right	Neuron	6.620900873	7	Nefl
Male_R1-23262	8	Male	Right	Neuroepithelial	4.657942047	8	Notch1
Male_R1-23265	0	Male	Right	Microglia	0.598364963	12	Cx3cr1
Male_R1-23269	0	Male	Right	Microglia	1.108206317	22	Tmem119
Male_R1-23277	10	Male	Right	Neuron	2.918555273	23	Nefl
Male_R1-23288	0	Male	Right	Neuron	4.409980185	15	Nefl
Male_R1-23292	2	Male	Right	Astrocyte	1.161684898	7	Slc1a3
Male_R1-23293	1	Male	Right	Microglia	1.797318852	16	Cd68
Male_R1-23299	3	Male	Right	Endothelial	2.093517737	6	Emcn
Male_R1-23301	1	Male	Right	Microglia	2.589250168	17	Cd68
Male_R1-23305	3	Male	Right	Endothelial	4.01830027	8	Emcn
Male_R1-23308	3	Male	Right	Endothelial	2.930257481	6	Nostrin
Male_R1-23313	7	Male	Right	Astrocyte	7.43440666	17	Gjb6
Male_R1-23314	0	Male	Right	Erythroblast	4.705001407	28	Lmnb1
Male_R1-23315	3	Male	Right	Endothelial	3.042388653	7	Nostrin
Male_R1-23316	1	Male	Right	Reticulocyte	1.681972627	27	Ruvbl1
Male_R1-23327	8	Male	Right	Endothelial	2.628637732	5	Nostrin
Male_R1-23328	2	Male	Right	Reticulocyte	1.630062357	33	Ruvbl1
Male_R1-23330	11	Male	Right	Neuron	8.123408345	17	Rbfox3
Male_R1-23333	0	Male	Right	Astrocyte	1.596020344	31	Slc1a3
Male_R1-23338	1	Male	Right	Microglia	1.193465126	48	Cd68
Male_R1-23339	2	Male	Right	Neuron	3.214247142	12	Mapt
Male_R1-23340	3	Male	Right	Endothelial	2.569773566	3	Nostrin
Male_R1-23344	6	Male	Right	Endothelial	2.62231893	8	Emcn
Male_R1-23347	2	Male	Right	Neuroepithelial	1.158864472	7	Notch1
Male_R1-23348	3	Male	Right	Neuroepithelial	2.076107226	3	Notch1
Male_R1-23355	3	Male	Right	Neuron	4.506740263	7	Nefl
Male_R1-23370	2	Male	Right	Microglia	1.506230521	23	Tmem119
Male_R1-23380	8	Male	Right	Astrocyte	1.83968355	3	S100b
Male_R1-23386	1	Male	Right	Microglia	1.839762403	22	Cd68
Male_R1-23390	0	Male	Right	Oligodendrocyte	2.203468566	18	Mbp
Male_R1-23394	0	Male	Right	Microglia	2.007708694	19	Cd40
Male_R1-23396	0	Male	Right	Microglia	1.023377027	9	Tmem119
Male_R1-23403	1	Male	Right	Neuron	3.176331819	20	Nefl
Male_R1-23406	4	Male	Right	Immune	0.893262264	8	Tyrobp
Male_R1-23408	1	Male	Right	Reticulocyte	1.452257622	38	Ruvbl1
Male_R1-23409	1	Male	Right	Oligodendrocyte	1.481253364	24	Mbp
Male_R1-23417	0	Male	Right	Astrocyte	0.467577692	6	S100b
Male_R1-23426	4	Male	Right	Microglia	5.194851641	7	Cd68
Male_R1-23430	3	Male	Right	Ependymal	5.768708325	9	Zmynd10
Male_R1-23439	8	Male	Right	Endothelial	1.659622264	1	Nostrin
Male_R1-23444	9	Male	Right	Neuroepithelial	3.595765588	13	Hes1
Male_R1-23445	9	Male	Right	Astrocyte	1.568948055	7	S100b
Male_R1-23448	7	Male	Right	Astrocyte	7.538513427	37	Gjb6
Male_R1-23459	9	Male	Right	Neuroepithelial	3.771909078	9	Sox2
Male_R1-23461	1	Male	Right	Neuroepithelial	2.963066912	21	Sox2
Male_R1-23466	2	Male	Right	Microglia	0.425343283	4	Cx3cr1
Male_R1-23470	13	Male	Right	Reticulocyte	4.202923304	1	Ruvbl1
Male_R1-23475	4	Male	Right	Neuron	3.48363931	9	Map2
Male_R1-23476	3	Male	Right	Neuroepithelial	4.484436311	3	Hes1
Male_R1-23484	0	Male	Right	Neuron	8.083352297	10	Tubb3
Male_R1-23485	4	Male	Right	Immune	1.14488812	13	Tyrobp
Male_R1-23488	0	Male	Right	Neuron	8.088384957	16	Slc12a5
Male_R1-23495	0	Male	Right	Microglia	2.286017029	19	Cd40
Male_R1-23496	4	Male	Right	Neuron	4.937379369	8	Mapt
Male_R1-23502	2	Male	Right	Neuron	5.134478285	14	Gap43
Male_R1-23503	10	Male	Right	Astrocyte	0.644472804	1	S100b
Male_R1-23505	1	Male	Right	Erythroblast	8.568105195	12	Lmnb1
Male_R1-23512	0	Male	Right	Neuroepithelial	2.592618297	15	Sox2
Male_R1-23515	10	Male	Right	Reticulocyte	3.32462961	1	Ruvbl1
Male_R1-23519	0	Male	Right	Neuron	1.079976944	20	Map2
Male_R1-23522	3	Male	Right	Endothelial	4.563137016	11	Emcn
Male_R1-23539	7	Male	Right	Astrocyte	3.955436581	10	Gfap
Male_R1-23540	8	Male	Right	Reticulocyte	4.029054144	3	Ruvbl1
Male_R1-23541	8	Male	Right	Astrocyte	1.190246442	22	Gfap
Male_R1-23546	2	Male	Right	Microglia	1.849563549	16	Tmem119
Male_R1-23551	1	Male	Right	Microglia	0.896511319	19	Cx3cr1
Male_R1-23554	6	Male	Right	Endothelial	2.960113914	7	Nostrin
Male_R1-23557	2	Male	Right	Neuron	2.726467633	12	Mapt
Male_R1-23560	7	Male	Right	Astrocyte	7.617390904	13	Gjb6
Male_R1-23562	0	Male	Right	Oligodendrocyte	2.060511604	13	Mbp
Male_R1-23563	2	Male	Right	Oligodendrocyte	1.358772363	14	Mbp
Male_R1-23566	9	Male	Right	Neuron	9.847996346	27	Slc12a5
Male_R1-23569	7	Male	Right	Neuron	5.069482929	2	Mapt
Male_R1-23570	2	Male	Right	Neuron	2.664018463	9	Map2
Male_R1-23572	0	Male	Right	Reticulocyte	2.68480664	14	Ruvbl1
Male_R1-23577	3	Male	Right	Neuron	10	1	Rbfox3
Male_R1-23583	1	Male	Right	Microglia	1.063646914	24	Cx3cr1
Male_R1-23584	3	Male	Right	Endothelial	3.277715438	4	Emcn
Male_R1-23588	3	Male	Right	Neuroepithelial	4.291247857	10	Sox2
Male_R1-23603	2	Male	Right	Microglia	6.06371468	6	Cd40
Male_R1-23605	1	Male	Right	Astrocyte	1.125356155	13	Slc1a3
Male_R1-23608	2	Male	Right	Microglia	2.092600942	11	Tmem119
Male_R1-23609	7	Male	Right	Neuron	5.040572428	40	Mapt
Male_R1-23610	1	Male	Right	Reticulocyte	2.264819398	33	Ruvbl1
Male_R1-23614	3	Male	Right	Endothelial	3.290052567	7	Nostrin
Male_R1-23615	2	Male	Right	Neuroepithelial	2.306812946	15	Sox2
Male_R1-23619	11	Male	Right	Neuroepithelial	5.826234491	45	Sox2
Male_R1-23624	1	Male	Right	Astrocyte	0.594096764	14	Slc1a3
Male_R1-23627	3	Male	Right	Endothelial	3.712770393	10	Emcn
Male_R1-23636	2	Male	Right	Astrocyte	3.127597859	2	Gfap
Male_R1-23638	1	Male	Right	Neuron	2.820988106	19	Mapt
Male_R1-23642	1	Male	Right	Microglia	1.933780095	23	Tmem119
Male_R1-23648	6	Male	Right	Astrocyte	3.096052298	8	Fgfr3
Male_R1-23649	1	Male	Right	Microglia	1.665620377	8	Tmem119
Male_R1-23652	1	Male	Right	Microglia	2.536716081	30	Cd40
Male_R1-23657	4	Male	Right	Neuron	2.911066246	9	Map2
Male_R1-23659	2	Male	Right	Neuron	3.207230372	21	Syt1
Male_R1-23660	1	Male	Right	Immune	0.765659869	15	Tyrobp
Male_R1-23663	0	Male	Right	Neuron	4.679418761	39	Rbfox3
Male_R1-23670	0	Male	Right	Microglia	2.751103837	24	Cd68
Male_R1-23673	1	Male	Right	Microglia	1.956310096	13	Tmem119
Male_R1-23674	8	Male	Right	Oligodendrocyte	10	3	Mag
Male_R1-23692	2	Male	Right	Astrocyte	5.860192178	17	Fgfr3
Male_R1-23697	3	Male	Right	Endothelial	3.873024661	17	Emcn
Male_R1-23702	2	Male	Right	Microglia	2.644260153	15	Cd68
Male_R1-23706	2	Male	Right	Ependymal	4.730044737	18	Zmynd10
Male_R1-23714	1	Male	Right	Microglia	0.509670884	8	Cx3cr1
Male_R1-23716	11	Male	Right	Neuron	8.43818338	8	Rbfox3
Male_R1-23722	2	Male	Right	Neuron	2.611682337	14	Mapt
Male_R1-23725	0	Male	Right	Neuron	3.022706306	23	Nefl
Male_R1-23727	0	Male	Right	Immune	1.047813125	30	Tyrobp
Male_R1-23728	2	Male	Right	Neuron	2.23847675	5	Map2
Male_R1-23736	1	Male	Right	Microglia	1.871037336	14	Cd40
Male_R1-23745	10	Male	Right	Astrocyte	4.402745416	5	Gfap
Male_R1-23751	2	Male	Right	Astrocyte	1.108236646	23	Gfap
Male_R1-23753	2	Male	Right	Astrocyte	2.32825602	10	Gfap
Male_R1-23754	0	Male	Right	Neuron	3.068818435	21	Nefl
Male_R1-23756	0	Male	Right	Neuron	3.534985626	17	Nefl
Male_R1-23762	0	Male	Right	Microglia	3.777518316	17	Cd68
Male_R1-23774	1	Male	Right	Astrocyte	5.384330796	23	Fgfr3
Male_R1-23775	2	Male	Right	Ependymal	5.811727578	8	Zmynd10
Male_R1-23781	0	Male	Right	Microglia	1.608787154	15	Tmem119
Male_R1-23782	0	Male	Right	Astrocyte	2.289498905	8	Gfap
Male_R1-23793	3	Male	Right	Endothelial	2.878207424	15	Nostrin
Male_R1-23798	2	Male	Right	Oligodendrocyte	1.405153059	14	Mbp
Male_R1-23800	1	Male	Right	Neuroepithelial	1.136175512	21	Notch1
Male_R1-23802	8	Male	Right	Microglia	4.162089157	2	Cd40
Male_R1-23805	2	Male	Right	Reticulocyte	2.776992882	12	Ruvbl1
Male_R1-23807	0	Male	Right	Microglia	1.152603151	9	Tmem119
Male_R1-23809	0	Male	Right	Neuron	1.934202801	21	Map2
Male_R1-23810	0	Male	Right	Microglia	0.770955609	23	Cx3cr1
Male_R1-23813	6	Male	Right	Neuroepithelial	2.988775762	5	Hes1
Male_R1-23818	0	Male	Right	Neuron	2.047511329	12	Map2
Male_R1-23819	2	Male	Right	Microglia	0.955525915	10	Cx3cr1
Male_R1-23824	0	Male	Right	Microglia	2.369348214	11	Cd40
Male_R1-23825	2	Male	Right	Microglia	2.619964208	10	Cd68
Male_R1-23828	6	Male	Right	Reticulocyte	2.835204148	5	Ruvbl1
Male_R1-23840	2	Male	Right	Microglia	1.252500626	18	Tmem119
Male_R1-23843	2	Male	Right	Microglia	1.966943859	10	Tmem119
Male_R1-23854	2	Male	Right	Reticulocyte	2.35514737	17	Ruvbl1
Male_R1-23867	1	Male	Right	Microglia	1.957517755	11	Cd40
Male_R1-23870	0	Male	Right	Neuron	2.6553453	19	Nefl
Male_R1-23872	0	Male	Right	Astrocyte	1.736534645	18	S100b
Male_R1-23873	1	Male	Right	Microglia	2.656220488	18	Tmem119
Male_R1-23882	1	Male	Right	Astrocyte	2.056293512	26	Gjb6
Male_R1-23884	11	Male	Right	Ependymal	8.181685551	63	Zmynd10
Male_R1-23895	12	Male	Right	Neuron	2.154274242	12	Map2
Male_R1-23906	6	Male	Right	Neuron	4.447400527	4	Map2
Male_R1-23909	9	Male	Right	Neuron	6.912401358	25	Gap43
Male_R1-23914	4	Male	Right	Immune	1.079240601	8	Tyrobp
Male_R1-23921	2	Male	Right	Neuron	2.452780873	12	Map2
Male_R1-23934	2	Male	Right	Microglia	3.408659959	9	Cd40
Male_R1-23935	7	Male	Right	Astrocyte	5.572616822	10	Gjb6
Male_R1-23937	3	Male	Right	Endothelial	4.226925739	3	Emcn
Male_R1-23938	1	Male	Right	Microglia	1.664533265	11	Tmem119
Male_R1-23942	7	Male	Right	Neuron	4.857353942	9	Map2
Male_R1-23946	0	Male	Right	Oligodendrocyte	1.810780612	18	Mbp
Male_R1-23950	0	Male	Right	Immune	0.578560915	13	Tyrobp
Male_R1-23953	1	Male	Right	Neuron	6.704377467	15	Rbfox3
Male_R1-23960	1	Male	Right	Neuron	4.39249559	6	Nefl
Male_R1-23961	1	Male	Right	Microglia	1.872355359	10	Tmem119
Male_R1-23966	6	Male	Right	Astrocyte	4.940212268	2	Gjb6
Male_R1-23967	2	Male	Right	Microglia	0.752482701	15	Cx3cr1
Male_R1-23968	7	Male	Right	Astrocyte	6.085773523	17	Gjb6
Male_R1-23969	2	Male	Right	Microglia	1.767400362	14	Cd68
Male_R1-23974	1	Male	Right	Neuron	1.532876409	21	Map2
Male_R1-23975	7	Male	Right	Astrocyte	6.154003466	12	Fgfr3
Male_R1-23977	0	Male	Right	Neuron	4.377942497	12	Nefl
Male_R1-23979	3	Male	Right	Neuroepithelial	4.753741862	3	Hes1
Male_R1-23986	0	Male	Right	Oligodendrocyte	2.321181171	10	Mbp
Male_R1-24002	8	Male	Right	Neuron	2.480545268	2	Map2
Male_R1-24003	3	Male	Right	Endothelial	2.956971274	7	Emcn
Male_R1-24006	1	Male	Right	Microglia	1.931320954	29	Cd68
Male_R1-24007	10	Male	Right	Reticulocyte	2.019960082	4	Ruvbl1
Male_R1-24012	0	Male	Right	Reticulocyte	1.537367325	24	Ruvbl1
Male_R1-24016	1	Male	Right	Reticulocyte	2.691908221	9	Ruvbl1
Male_R1-24017	0	Male	Right	Microglia	0.868086555	24	Cx3cr1
Male_R1-24021	0	Male	Right	Neuron	3.267954915	11	Nefl
Male_R1-24029	1	Male	Right	Microglia	0.94116486	12	Cx3cr1
Male_R1-24030	3	Male	Right	Endothelial	4.625568055	10	Emcn
Male_R1-24033	6	Male	Right	Endothelial	3.408507318	12	Emcn
Male_R1-24040	6	Male	Right	Endothelial	2.314482254	5	Nostrin
Male_R1-24044	1	Male	Right	Neuron	7.806282701	15	Tubb3
Male_R1-24049	8	Male	Right	Reticulocyte	3.317097754	3	Ruvbl1
Male_R1-24060	2	Male	Right	Neuron	1.461085714	15	Map2
Male_R1-24068	0	Male	Right	Erythroblast	6.793288944	16	Lmnb1
Male_R1-24069	0	Male	Right	Microglia	1.834475026	23	Cd40
Male_R1-24071	0	Male	Right	Neuron	2.83625296	27	Nefl
Male_R1-24072	7	Male	Right	Astrocyte	7.504788941	32	Aldh1l1
Male_R1-24075	0	Male	Right	Microglia	0.834618789	25	Cx3cr1
Male_R1-24082	2	Male	Right	Astrocyte	3.964233424	11	Gfap
Male_R1-24089	3	Male	Right	Endothelial	3.527792135	8	Nostrin
Male_R1-24090	2	Male	Right	Microglia	1.093439436	17	Cx3cr1
Male_R1-24092	0	Male	Right	Microglia	2.323555762	22	Cd40
Male_R1-24093	3	Male	Right	Endothelial	3.148608044	5	Nostrin
Male_R1-24095	6	Male	Right	Microglia	3.23514018	3	Cd40
Male_R1-24097	2	Male	Right	Microglia	2.643194829	12	Cd68
Male_R1-24098	1	Male	Right	Neuron	8.232894447	14	Slc12a5
Male_R1-24103	0	Male	Right	Neuron	4.305734072	20	Gap43
Male_R1-24107	6	Male	Right	Astrocyte	3.61944781	1	Gfap
Male_R1-24109	1	Male	Right	Microglia	2.309311924	19	Cd40
Male_R1-24111	0	Male	Right	Oligodendrocyte	10	13	Gjc2
Male_R1-24113	1	Male	Right	Neuron	4.558939336	10	Nefl
Male_R1-24114	1	Male	Right	Microglia	1.650435634	15	Tmem119
Male_R1-24115	3	Male	Right	Endothelial	4.251383802	5	Nostrin
Male_R1-24119	0	Male	Right	Astrocyte	1.576700638	14	Slc1a3
Male_R1-24120	0	Male	Right	Astrocyte	1.527649984	8	Aqp4
Male_R1-24122	0	Male	Right	Reticulocyte	2.559894281	12	Ruvbl1
Male_R1-24123	6	Male	Right	Endothelial	4.462929181	2	Emcn
Male_R1-24124	1	Male	Right	Microglia	1.325493178	27	Tmem119
Male_R1-24126	3	Male	Right	Endothelial	3.791244025	4	Emcn
Male_R1-24129	2	Male	Right	Microglia	0.805328823	9	Cx3cr1
Male_R1-24130	0	Male	Right	Microglia	2.986320672	15	Cd40
Male_R1-24136	1	Male	Right	Neuron	7.095907731	24	Slc12a5
Male_R1-24139	2	Male	Right	Astrocyte	0.243978846	4	Slc1a3
Male_R1-24141	4	Male	Right	Astrocyte	9.088007277	8	Aldh1l1
Male_R1-24150	4	Male	Right	Microglia	1.054461834	7	Cx3cr1
Male_R1-24152	0	Male	Right	Microglia	2.794910792	13	Cd68
Male_R1-24156	2	Male	Right	Astrocyte	0.833372063	17	Aqp4
Male_R1-24164	0	Male	Right	Astrocyte	3.383360657	29	Aldh1l1
Male_R1-24167	4	Male	Right	Astrocyte	1.649946627	9	S100b
Male_R1-24181	1	Male	Right	Microglia	0.966562492	19	Tmem119
Male_R1-24189	2	Male	Right	Microglia	1.857642143	22	Cd68
Male_R1-24194	2	Male	Right	Neuron	10	7	Tubb3
Male_R1-24196	13	Male	Right	Neuron	3.209687704	2	Map2
Male_R1-24199	0	Male	Right	Microglia	1.889915022	24	Cd68
Male_R1-24204	3	Male	Right	Neuroepithelial	2.834405483	5	Notch1
Male_R1-24208	3	Male	Right	Endothelial	1.621459011	4	Nostrin
Male_R1-24209	0	Male	Right	Astrocyte	1.964768453	4	Aqp4
Male_R1-24217	2	Male	Right	Astrocyte	1.17657867	16	Gfap
Male_R1-24219	0	Male	Right	Microglia	2.566373603	9	Cd40
Male_R1-24224	0	Male	Right	Neuron	3.844264624	12	Mapt
Male_R1-24225	2	Male	Right	Oligodendrocyte	1.328531679	12	Mbp
Male_R1-24227	2	Male	Right	Endothelial	1.105988327	14	Nostrin
Male_R1-24229	3	Male	Right	Endothelial	3.070572389	3	Emcn
Male_R1-24232	6	Male	Right	Neuroepithelial	3.928340763	6	Hes1
Male_R1-24234	13	Male	Right	Reticulocyte	4.306424488	1	Ruvbl1
Male_R1-24236	2	Male	Right	Astrocyte	1.788824254	13	Gfap
Male_R1-24239	2	Male	Right	Microglia	1.310888972	2	Tmem119
Male_R1-24241	3	Male	Right	Neuroepithelial	5.13225117	7	Hes1
Male_R1-24242	0	Male	Right	Microglia	0.940845551	12	Tmem119
Male_R1-24243	6	Male	Right	Neuron	7.620158647	1	Mapt
Male_R1-24245	0	Male	Right	Neuroepithelial	2.25235548	13	Notch1
Male_R1-24249	2	Male	Right	Reticulocyte	2.244109162	11	Ruvbl1
Male_R1-24252	0	Male	Right	Microglia	1.681268869	15	Cd40
Male_R1-24254	1	Male	Right	Neuron	1.683562277	23	Map2
Male_R1-24256	2	Male	Right	Neuron	9.342724777	6	Thy1
Male_R1-24259	7	Male	Right	Neuron	4.245550128	56	Map2
Male_R1-24263	0	Male	Right	Ependymal	6.67495414	13	Zmynd10
Male_R1-24265	7	Male	Right	Astrocyte	5.209612693	20	Gjb6
Male_R1-24266	2	Male	Right	Oligodendrocyte	0.807493928	12	Mbp
Male_R1-24270	1	Male	Right	Neuron	1.99220855	10	Map2
Male_R1-24272	7	Male	Right	Astrocyte	7.136321512	6	Gjb6
Male_R1-24273	6	Male	Right	Astrocyte	7.577709753	20	Aldh1l1
Male_R1-24276	2	Male	Right	Microglia	2.267878335	14	Cd68
Male_R1-24278	2	Male	Right	Microglia	3.382724935	11	Cd68
Male_R1-24283	3	Male	Right	Endothelial	3.160988366	7	Emcn
Male_R1-24285	6	Male	Right	Microglia	3.327024883	7	Cd40
Male_R1-24287	7	Male	Right	Erythroblast	6.72470646	34	Lmnb1
